"SPID","Quantity","Price","ShipDate","PID","SID"
604,78,183.34,2013-04-24,429,796
617,351,86.51,2014-07-19,121,580
625,33,311.25,2013-04-22,677,34
634,494,312.32,2012-05-02,362,1003
646,14,405.69,2012-08-06,503,738
654,319,262.57,2012-05-20,330,58
668,290,246.87,2014-04-04,989,413
677,383,375.52,2014-02-25,954,918
689,33,304.23,2012-08-06,564,961
698,51,245.27,2013-05-12,597,604
705,21,387.92,2012-01-22,352,547
714,65,461.17,2012-07-05,71,222
725,355,250.06,2014-10-04,632,609
733,512,478.42,2014-07-19,346,310
742,51,105.79,2014-01-31,392,1032
754,12,350.64,2013-09-02,693,672
766,90,152.69,2012-10-14,1053,1042
776,17,187.59,2013-12-05,967,804
784,11,162.54,2012-07-23,808,686
797,12,15.46,2014-12-11,645,103
805,361,401.88,2012-03-04,89,786
815,691,320.97,2013-03-15,244,1179
825,579,196.76,2014-07-20,705,213
835,60,326.81,2012-01-29,182,1100
843,68,162.28,2012-05-24,1055,1012
853,12,93.59,2014-10-22,943,883
864,160,330.69,2012-07-22,1060,69
873,2,181.4,2012-10-02,285,765
883,30,81.16,2013-12-20,174,1107
895,45,127.62,2012-06-25,959,517
906,261,357.61,2012-04-21,169,1013
915,429,308.42,2013-07-16,1098,196
925,428,459.77,2013-04-20,45,894
944,43,153.79,2014-10-05,223,1016
965,51,20.29,2014-12-19,915,672
975,673,131.26,2014-04-28,715,377
984,272,415.53,2012-05-11,105,730
996,30,349.58,2014-04-14,261,405
1005,48,378.05,2013-03-31,896,1093
1015,344,256.87,2013-10-28,1161,216
1026,64,298.58,2012-11-07,688,127
1036,13,446.15,2012-03-11,1075,48
1045,391,396.35,2012-01-07,993,493
1055,367,76.7,2013-06-28,1116,413
1065,55,43.61,2014-09-07,715,487
1074,47,475.16,2014-03-22,1110,1083
1085,25,358.99,2012-05-21,833,738
1095,309,248.38,2014-03-29,504,844
1104,44,385.73,2013-12-08,863,455
1115,11,251.64,2014-11-20,243,1
1127,149,370.87,2014-06-16,539,47
1137,26,467.28,2013-06-22,455,745
1147,254,356.91,2014-12-11,250,509
1157,365,138.28,2015-01-19,508,1026
1167,546,466.55,2014-11-17,72,769
1177,15,77.81,2014-08-23,1118,664
1187,22,376.67,2012-06-07,342,1187
1198,425,113.78,2012-01-17,177,922
1209,47,54.4,2014-02-23,687,202
1216,579,71.77,2012-02-11,1117,799
1229,264,353.7,2014-08-18,658,869
1239,66,133.23,2014-02-09,895,934
1247,442,124.36,2013-11-26,666,800
1258,334,192.38,2013-02-16,1165,851
1267,46,268.72,2012-03-04,469,150
1280,10,304.95,2013-10-17,271,940
1290,74,476.7,2013-05-08,420,951
1299,592,407.98,2012-01-08,612,1199
1311,52,477.54,2013-01-25,832,338
1323,59,239.36,2014-12-27,870,298
1330,632,242.78,2013-05-09,1085,99
1342,45,105.57,2013-08-03,199,309
1356,59,162.33,2014-12-04,723,337
1366,592,274.94,2013-08-30,1153,213
1376,592,389.36,2014-08-09,24,342
1386,69,452.59,2013-07-06,1036,165
1396,544,114.02,2013-03-27,1116,724
1406,10,176.42,2014-06-10,1070,853
1415,169,37.49,2012-09-26,219,314
1426,46,229.06,2013-05-08,725,404
1434,613,440.33,2014-01-22,365,524
1444,44,362.44,2012-03-30,724,598
1454,612,458.38,2012-02-19,876,530
1462,616,243.02,2012-06-20,570,1174
1474,66,152.92,2012-11-17,405,1074
1489,591,225,2012-06-08,856,433
1498,507,427.61,2013-06-11,580,1198
1510,342,454.3,2014-10-11,1146,1086
1520,384,206.97,2014-03-15,809,1101
1531,683,43.21,2013-08-25,58,1181
145,21,297.23,2013-11-29,71,360
151,39,386.67,2013-02-23,149,577
161,50,342.76,2012-12-03,696,72
171,523,370.17,2015-01-13,252,557
182,120,369.5,2013-02-27,260,501
191,35,254.41,2012-10-28,393,496
201,556,164.72,2014-06-18,705,1075
210,69,271.48,2014-10-26,181,299
220,69,231.34,2012-12-19,1071,1045
232,12,82.12,2015-01-26,1047,963
240,352,491.33,2013-04-27,804,1136
250,47,483.97,2012-07-09,802,141
259,532,40.35,2014-03-25,820,32
269,570,176.62,2014-05-30,43,801
279,2,157.15,2014-12-15,1016,954
286,212,489.71,2014-08-23,968,691
297,399,289.5,2013-11-14,26,220
307,565,14.39,2014-12-16,985,569
318,263,174.4,2014-09-13,299,920
326,525,247.46,2014-04-11,27,912
335,693,97.67,2013-04-24,682,556
345,12,453.37,2014-11-24,835,129
362,68,423.66,2014-07-09,581,1004
373,151,89.67,2013-07-06,89,829
384,12,289.36,2014-12-25,1070,947
394,29,92.56,2012-10-29,143,407
403,497,150.6,2013-06-21,626,335
412,65,334.62,2013-07-18,115,289
422,558,394.12,2013-08-11,1083,586
432,459,269.29,2012-08-03,363,102
440,622,320.64,2013-08-07,973,311
451,341,167.22,2013-07-20,353,39
460,595,126.09,2013-08-21,857,188
472,23,194.92,2012-11-28,102,417
482,59,267.9,2012-09-29,416,985
492,539,303.86,2012-05-13,228,1104
502,20,218.38,2014-12-27,224,606
515,83,100.64,2014-01-30,1138,223
532,52,241.35,2012-03-29,927,695
544,69,274.75,2012-04-26,339,826
552,393,147.47,2012-10-11,1179,692
562,73,44.35,2014-08-04,552,546
571,29,243.72,2013-03-12,214,189
579,576,228.96,2014-03-21,74,251
587,40,491.25,2012-03-11,143,632
597,675,311.63,2012-09-09,281,244
607,50,300.93,2012-09-27,550,89
616,439,358.16,2014-10-08,897,642
628,54,317.43,2012-12-22,773,751
639,381,349.2,2013-03-17,401,48
650,268,70.51,2014-12-30,897,424
661,11,410.26,2015-01-06,102,275
670,241,126.54,2012-07-25,802,1080
681,400,325.45,2012-08-02,554,111
692,53,219.23,2013-01-05,950,813
701,22,234.02,2012-05-13,224,126
711,22,292,2014-04-24,694,524
721,668,245.49,2012-03-16,732,24
732,168,405.37,2014-11-05,1010,294
743,342,236.21,2013-12-08,619,1134
756,13,165.02,2013-10-24,931,1163
762,5,311.84,2015-01-04,528,25
774,67,440.7,2013-11-27,584,981
785,260,212.3,2013-02-09,376,907
795,21,18.31,2012-07-08,916,678
807,35,423.32,2014-03-09,67,161
816,544,124.61,2014-02-06,490,809
826,62,477.61,2012-03-09,256,400
838,33,459.65,2013-04-23,918,870
847,211,254.72,2012-07-20,525,118
858,397,208.34,2013-02-15,616,1136
877,234,162.39,2012-05-18,90,666
888,321,491.06,2012-07-30,1122,474
897,412,90.12,2013-12-18,145,1135
910,112,438.41,2013-04-18,1181,1160
919,567,453.32,2014-06-07,1156,393
928,553,180.76,2015-02-04,909,856
937,53,354.85,2014-04-20,959,551
948,461,308.58,2013-09-13,235,222
961,84,292.33,2014-03-21,1001,639
968,5,196.56,2014-11-05,222,282
980,9,257.29,2012-03-06,679,995
989,138,151.67,2014-09-11,220,44
1000,373,212.86,2013-09-16,970,694
1010,506,367.33,2013-07-26,986,990
1019,33,77.88,2013-12-11,531,95
1031,167,477.01,2013-04-23,401,1022
1041,76,118.67,2012-06-16,105,1143
1052,2,332.69,2014-11-08,725,1143
1063,168,492.42,2012-07-17,945,573
1075,13,97.47,2012-09-14,1134,675
1084,100,229.52,2014-05-19,857,430
1093,141,30.42,2014-12-31,802,740
1102,618,247.92,2014-11-04,937,800
1113,692,496.3,2012-05-29,237,818
1123,585,433.05,2013-09-03,1044,580
1133,419,24.37,2014-10-28,1068,630
1143,23,271.87,2012-04-26,950,763
1153,420,425.18,2014-11-25,221,275
1162,70,311.62,2014-01-24,115,715
1169,100,160.48,2013-06-20,818,716
1184,476,22.59,2013-07-29,444,564
1194,51,202.2,2012-04-04,64,903
1201,14,13.78,2012-11-17,7,638
1211,83,258.74,2012-03-01,569,970
1221,455,214.65,2014-08-26,570,351
1232,70,394.31,2015-01-27,373,206
1242,252,317.63,2013-09-20,690,614
1253,54,35.97,2013-07-16,686,174
1264,556,239.85,2013-03-18,442,700
1272,117,439.86,2014-02-16,649,7
1283,11,217.99,2013-11-16,822,901
1293,554,88.36,2013-07-11,220,65
1302,1,158.43,2013-03-02,1043,970
1309,39,390.54,2014-11-21,89,133
1318,27,230.08,2014-05-05,539,1023
1328,517,317.77,2014-07-13,379,14
1338,632,212.91,2013-06-09,1068,765
1347,248,333.42,2014-12-10,936,951
1358,694,123.85,2013-01-20,221,73
1368,23,280.64,2014-05-08,1125,45
1378,328,53.45,2012-09-23,833,1123
1387,26,31.14,2012-11-21,441,825
1397,678,393.33,2014-10-17,696,252
1407,44,22.27,2014-12-08,373,486
1416,451,437.82,2014-10-10,584,351
1427,75,102.08,2014-04-25,276,1066
1440,23,300.14,2013-09-14,592,327
1447,74,297.52,2013-08-12,450,1049
1457,49,60.28,2012-08-29,608,980
1467,32,206.81,2014-12-07,735,754
1478,325,483.48,2015-01-16,1160,58
1485,491,320.38,2014-07-24,555,27
1493,2,409.19,2014-12-10,182,588
139,524,328.59,2012-08-09,1193,77
152,50,290.69,2014-12-16,1015,1184
160,119,189.27,2014-03-12,251,834
170,314,20.63,2012-10-03,714,235
179,76,269.55,2014-12-09,829,176
189,16,43.46,2013-12-04,1174,723
199,399,182.02,2012-04-28,129,929
208,521,18.72,2012-06-01,28,18
219,689,325.49,2012-04-17,1193,446
229,2,215.32,2012-05-11,807,411
238,11,229.56,2014-12-30,710,465
246,64,196.36,2012-11-28,597,944
255,6,187.29,2012-01-12,325,207
263,656,169.46,2014-07-09,186,1158
275,556,169.4,2012-05-28,57,952
285,25,23.83,2012-06-19,69,518
295,631,153.59,2013-05-03,674,555
305,19,388.4,2013-09-26,990,27
316,22,31.44,2014-07-15,768,685
328,48,155.22,2015-01-23,92,38
339,628,420.88,2013-08-18,461,852
347,70,172.99,2015-01-20,819,386
357,248,211.55,2014-01-06,525,1023
367,28,489.45,2014-03-30,702,157
376,304,497.31,2012-10-22,1131,1049
387,551,492.13,2012-02-07,218,909
398,58,449.91,2014-03-11,407,21
407,29,239.3,2013-03-10,855,338
418,617,200.3,2014-11-06,724,941
431,1,496.91,2012-07-20,53,1148
441,156,287.32,2014-04-09,1154,244
450,8,17.67,2014-09-07,1125,949
461,75,437,2012-05-26,1153,412
480,56,47.21,2014-06-21,1156,526
490,442,140.96,2012-08-12,756,700
501,439,52.85,2012-01-15,700,787
511,511,340.71,2014-01-17,626,387
519,321,194.26,2013-08-23,857,793
526,204,35.99,2015-01-04,244,243
539,651,231.23,2013-05-14,557,1054
550,36,336.27,2014-05-20,1173,936
563,606,321.65,2014-05-17,793,812
573,12,210.78,2014-08-25,694,619
584,277,465.57,2012-08-12,114,161
595,414,162.36,2013-08-08,924,1100
606,140,58.11,2013-12-28,1178,626
614,28,360.89,2014-09-22,484,878
624,489,146.25,2013-05-04,891,328
635,155,412.32,2012-07-27,891,969
644,36,312.22,2012-03-05,886,186
655,20,194.71,2014-03-08,517,1056
667,62,429.3,2013-08-21,336,705
678,68,80.78,2014-01-18,898,886
683,25,166.5,2014-09-11,934,1014
694,362,69.44,2014-01-11,578,209
715,29,390.73,2013-05-03,1155,392
727,224,325.24,2013-08-28,1147,614
735,270,405.29,2012-12-26,669,1108
745,62,412.89,2014-06-14,487,705
753,2,50.17,2014-04-09,149,406
763,599,245.48,2014-10-25,356,868
771,88,335.05,2012-05-17,673,571
781,688,371.5,2014-11-16,1146,441
791,180,332.36,2013-03-03,285,226
801,76,164.08,2013-01-24,916,225
812,464,459.95,2012-06-09,555,526
818,53,277.47,2013-07-29,629,608
828,2,261.06,2013-08-04,803,898
836,60,16.68,2014-09-28,414,1067
848,580,468.37,2013-09-26,642,590
855,67,162.49,2014-11-10,167,729
866,20,136.32,2013-12-12,854,445
876,577,438.55,2014-09-07,237,758
887,378,114.78,2014-08-19,331,1065
900,207,313.59,2013-04-18,395,686
911,511,47.22,2012-09-21,529,619
920,44,369.68,2014-05-28,736,1127
929,294,357.14,2014-12-24,818,474
938,24,72.51,2013-03-08,1061,911
946,25,328.6,2013-10-26,768,539
957,505,251.11,2014-09-18,653,918
967,71,172.34,2013-03-12,1121,339
978,49,218.84,2014-05-30,1091,424
990,518,303.1,2013-11-03,1153,455
999,38,54.18,2014-10-27,798,868
1009,23,30.09,2012-05-14,758,972
1020,332,387.79,2013-08-25,843,801
1030,213,499.46,2013-12-17,860,486
1039,70,23.18,2013-06-09,894,909
1050,553,163.52,2014-02-21,907,167
1058,62,245.11,2013-01-07,1040,33
1068,41,113.01,2013-08-01,448,733
1078,11,42.83,2012-03-22,693,64
1087,513,300.13,2013-11-06,841,263
1097,28,297.17,2015-02-01,643,358
1111,75,244.54,2015-01-15,346,282
1119,42,478.22,2013-07-03,1011,669
1130,532,184.9,2014-10-02,762,408
1140,309,439.16,2012-08-28,765,147
1150,231,369.19,2012-03-26,88,572
1164,30,24.04,2014-03-29,615,270
1171,48,399.25,2013-01-19,195,955
1183,42,488.4,2014-09-05,661,418
1196,691,314.61,2012-08-14,809,1044
1207,410,494.44,2014-01-26,1153,654
1215,3,224.44,2014-11-27,950,781
1226,15,203.2,2014-10-21,630,234
1238,66,343.04,2013-05-25,1152,254
1249,498,27.09,2014-01-17,1034,670
1257,658,212.69,2013-06-11,708,833
1271,41,448.04,2014-01-06,671,745
1277,58,278.84,2013-06-27,506,280
1287,247,256.41,2012-04-08,20,839
1297,47,201.32,2012-04-16,1067,839
1307,63,225.87,2012-08-12,721,1137
1325,395,69.27,2012-12-13,41,631
1334,36,169.21,2013-04-26,87,611
1354,13,466.05,2013-11-11,433,1048
1365,42,99.59,2012-11-29,647,97
1375,7,453.18,2013-11-29,606,573
1383,417,66.48,2012-07-14,322,56
1395,36,236.37,2013-07-12,1056,440
1403,62,477.67,2012-02-03,901,169
1413,150,217.43,2014-11-09,749,153
1422,67,487.68,2014-07-09,629,752
1432,54,193.4,2012-02-08,737,691
1441,120,291.36,2014-11-27,765,1136
1451,219,472.55,2015-01-26,168,559
1461,131,248.36,2013-05-20,772,581
1471,42,292.42,2012-09-24,502,612
1481,16,196.4,2013-01-27,1123,814
1492,62,283.09,2015-01-11,918,911
134,13,271.56,2014-07-07,630,549
154,46,71.74,2013-03-16,72,737
166,48,76.06,2013-03-27,825,913
173,139,498.53,2013-03-04,81,275
184,202,441.73,2013-12-02,184,611
195,51,193.95,2014-12-18,336,142
202,189,217.62,2012-02-07,2,342
212,257,322.61,2013-06-20,1065,601
224,2,337.15,2013-03-20,997,235
230,59,467.96,2014-04-30,1092,355
243,44,71.06,2012-08-21,510,83
251,3,444,2014-09-20,176,693
266,254,133.5,2013-04-08,961,449
271,173,435.65,2012-10-22,685,784
281,18,394.41,2013-03-07,799,618
291,636,434.8,2014-11-12,1019,440
300,84,420.56,2014-08-25,77,66
311,154,492.48,2012-04-11,204,1135
320,65,60.51,2014-12-19,525,233
333,31,165.77,2014-10-01,956,419
344,68,259.74,2013-04-18,991,839
352,552,488.31,2012-01-18,43,190
365,503,74.93,2012-12-13,733,256
374,444,199.43,2012-10-16,504,196
383,2,455.3,2013-09-03,48,827
395,298,302.11,2013-04-28,306,577
405,28,499.81,2013-05-02,102,60
415,25,318.33,2012-11-14,131,587
429,574,390.7,2013-03-07,683,568
439,45,322.04,2013-11-26,694,1075
447,215,185.74,2015-01-10,161,915
457,62,450.51,2014-08-13,1136,47
469,20,231.06,2013-04-27,1111,724
478,339,352.67,2014-01-26,893,312
487,71,312.41,2013-05-07,123,278
499,96,291.05,2013-07-16,856,373
508,14,22.83,2014-08-16,407,988
521,357,419.6,2015-01-10,618,471
531,68,140.94,2015-01-12,773,589
541,48,397.4,2013-04-02,334,1145
549,16,303.76,2014-09-25,435,1046
560,272,389.39,2012-08-18,299,571
569,290,380.99,2013-02-17,1108,271
578,621,499.19,2014-12-05,804,30
588,526,312.81,2013-01-12,1016,885
598,53,456.84,2014-08-16,21,808
609,59,378.14,2014-10-01,87,1009
619,2,262.34,2013-03-29,231,50
629,140,386.64,2014-05-18,530,545
640,459,356.44,2013-07-01,17,652
648,622,476.23,2013-02-03,228,378
657,10,471.59,2012-07-07,1031,1121
666,46,202.15,2012-12-30,869,8
673,260,44.61,2012-12-11,1101,485
684,308,371.07,2012-06-20,1194,533
695,39,373.65,2015-01-21,758,5
708,7,124.23,2012-05-13,387,1136
716,2,391.32,2012-08-04,6,666
723,175,76.41,2015-01-25,1057,1045
736,522,166.49,2013-01-09,884,86
746,299,390.84,2013-03-10,1115,814
755,3,184.31,2014-04-28,232,930
765,358,457.06,2014-09-15,555,99
773,394,72.71,2013-07-19,665,349
783,12,83.55,2013-03-24,631,979
793,12,23.89,2012-01-03,1168,1059
803,81,398.91,2013-06-05,674,256
813,60,429.33,2012-01-19,103,663
823,26,193.4,2012-03-14,102,854
833,296,466.75,2013-03-11,178,993
844,310,274.41,2012-02-19,632,892
854,28,323.2,2012-02-20,501,857
862,211,64.72,2012-01-16,164,801
872,700,17.73,2012-01-21,969,724
882,69,462.35,2012-04-11,5,325
892,333,445.97,2014-07-18,905,208
905,62,86.62,2013-03-18,434,171
914,17,334.23,2014-05-06,499,403
924,149,388.4,2013-08-12,714,440
933,143,214.8,2012-05-24,996,44
943,59,370.71,2012-08-22,805,93
952,6,275.8,2014-05-22,918,549
963,33,184.77,2013-01-14,901,715
977,32,22.05,2013-04-01,302,618
987,581,48.96,2013-04-01,1057,271
995,447,382.2,2014-01-11,812,1136
1004,48,271.55,2014-02-21,399,1092
1014,47,455.27,2013-05-23,254,857
1024,28,76.4,2013-03-08,286,327
1034,505,460.33,2014-03-01,136,627
1046,26,220.59,2013-04-02,820,865
1057,41,225.42,2012-04-17,1119,1175
1066,529,114.76,2013-07-29,668,566
1076,693,290.19,2013-02-11,125,880
1086,536,99.99,2014-02-16,860,356
1096,1,42.85,2014-07-02,533,672
1106,28,185.24,2014-07-20,976,761
1116,441,365.74,2014-08-27,985,612
1125,61,493.29,2012-05-09,742,769
1135,38,211.41,2012-03-09,286,626
1144,18,90.43,2014-02-27,60,284
1155,55,133.94,2012-01-12,823,849
1165,22,72.22,2014-05-01,1111,915
1175,69,314.21,2012-02-07,355,15
1185,531,32.5,2012-08-20,849,642
1193,57,285.61,2013-06-12,863,279
1205,41,494.01,2013-10-07,704,574
1218,402,278.78,2012-11-02,456,935
1230,160,186.9,2012-07-05,860,995
1237,9,229.86,2012-08-08,584,1179
1248,411,272.52,2013-10-16,795,1122
1260,4,278.23,2012-02-13,7,749
1269,421,242.45,2014-06-12,1192,126
1279,683,178.64,2014-09-25,372,337
1289,8,191.97,2012-11-12,790,942
1300,255,133.08,2012-10-18,652,52
1313,55,291.15,2013-11-17,790,308
1326,313,218.69,2013-07-10,859,306
1336,252,408.38,2014-01-24,516,911
1345,529,463.6,2014-11-09,1081,714
1355,60,329,2012-06-09,99,985
1363,635,302.23,2013-04-11,477,735
1374,534,449.76,2013-12-06,884,1081
1384,474,294.81,2014-04-08,482,394
1394,21,415.39,2013-10-19,160,272
1404,36,273.17,2012-06-17,894,1055
1414,11,236.82,2012-08-22,255,707
1425,617,360.05,2013-09-23,18,129
1433,680,194.35,2013-03-27,308,601
1443,461,178.74,2013-02-19,322,1187
1450,22,42.2,2012-07-28,646,1197
1460,40,201.83,2014-05-02,883,19
1468,61,97.34,2012-08-21,504,642
1477,44,15.49,2015-01-27,238,1070
1484,356,371.85,2013-07-15,40,517
146,43,236.84,2013-12-28,181,283
155,10,443.22,2014-12-10,53,710
162,30,480.35,2013-07-15,899,1163
172,65,119.97,2013-06-30,1094,104
181,30,74.92,2012-02-07,1183,19
192,581,320.27,2012-10-04,537,534
203,39,365.12,2012-03-23,599,365
211,216,371.98,2012-01-24,1196,1019
221,39,325.63,2014-08-19,567,105
233,448,15.69,2014-03-11,804,1187
242,61,320.98,2013-05-27,547,487
254,145,193.66,2013-05-29,169,514
261,13,401.14,2013-06-11,232,1060
272,242,26.35,2013-09-28,250,579
282,8,226.44,2015-01-07,133,341
293,30,460.66,2012-06-19,227,106
303,22,458.55,2014-07-07,944,831
313,15,137.13,2014-03-18,39,21
323,22,425.73,2014-07-30,982,67
331,611,107.99,2013-07-24,1060,993
341,56,497.66,2012-11-01,51,897
351,57,468.23,2012-08-18,342,1190
361,70,264.79,2012-09-01,726,848
371,305,410.48,2014-02-22,612,31
381,43,317.9,2012-10-03,178,412
396,685,182.61,2013-12-26,712,468
408,22,234.68,2014-02-16,574,1161
421,500,176.24,2012-01-26,1193,1010
430,528,193.68,2013-02-22,904,1149
442,432,46.4,2012-07-28,68,689
452,61,21.76,2014-12-20,1136,35
463,98,120.09,2014-04-06,283,790
473,326,326.14,2012-09-09,497,266
481,692,278.46,2013-01-03,730,382
491,48,348.74,2013-02-24,1171,631
500,474,169.92,2014-01-21,924,515
509,441,108.12,2013-07-09,811,1005
517,199,72.93,2013-04-09,10,169
530,99,159.66,2013-07-09,376,833
540,523,486.46,2014-10-25,440,570
551,287,190.6,2013-10-11,434,189
564,231,433.12,2013-09-18,746,18
574,169,445.4,2014-04-22,153,879
581,153,180.82,2013-04-12,626,445
591,9,431.93,2012-10-06,935,677
602,6,31.03,2014-08-01,463,973
613,19,220.84,2013-04-11,581,246
623,671,132.63,2012-08-03,413,832
633,39,440.79,2013-12-12,519,747
645,16,262.71,2014-10-19,143,285
656,460,107.36,2014-05-12,124,988
664,1,151.79,2013-05-26,1103,565
675,36,438.07,2013-03-29,277,44
688,156,412.4,2014-09-29,18,355
696,197,334.82,2014-09-22,348,428
704,482,54.98,2014-12-30,1004,704
712,22,401.68,2014-09-03,403,53
730,125,469.04,2012-06-04,268,481
740,59,177.26,2013-11-30,39,1153
750,415,369.24,2014-04-16,667,1152
758,25,365.56,2014-09-21,579,898
770,108,413.87,2012-03-10,52,249
780,49,275.85,2012-04-22,1011,266
790,407,219.65,2012-09-02,105,876
800,283,76.1,2014-11-11,11,1001
808,48,90.4,2013-06-17,974,384
821,526,208.36,2012-05-21,388,175
832,676,149.67,2013-09-22,1105,88
840,45,289.48,2014-07-09,932,690
849,10,82.14,2013-09-15,479,1080
861,680,27.26,2012-05-23,781,357
871,23,164.59,2012-05-30,277,135
878,590,354.5,2013-04-23,984,636
885,110,382.57,2015-01-07,1181,504
893,399,471.46,2014-08-07,1067,793
902,55,163.73,2012-05-07,622,591
913,686,175.74,2012-03-04,874,492
921,196,88.57,2013-02-16,299,614
930,24,312.82,2013-04-17,979,328
940,33,68.67,2013-09-05,702,415
947,45,477.25,2014-02-03,127,944
960,510,481.4,2012-03-22,88,537
969,212,102.27,2013-07-02,1122,861
985,10,114.78,2014-04-24,1071,1118
994,650,142.77,2013-10-16,322,806
1008,55,61.28,2012-07-26,602,889
1017,550,43.64,2014-05-12,1058,914
1027,32,388.64,2012-03-09,870,987
1038,620,14.58,2012-03-29,136,288
1047,592,153.68,2014-11-18,984,576
1056,67,17.64,2014-07-05,1086,262
1067,31,93.43,2014-09-02,1077,1141
1077,165,301.62,2014-07-21,682,748
1088,295,222.71,2013-01-11,1165,679
1098,138,286.8,2012-07-13,1018,524
1109,356,184.73,2013-11-12,1090,1120
1121,42,164.25,2012-11-10,144,1155
1128,635,204.2,2012-01-30,1019,1064
1138,193,58.03,2014-12-07,589,380
1149,61,390.4,2013-03-06,757,908
1160,1,147.66,2014-05-26,879,556
1172,37,192.11,2014-09-18,704,1177
1181,100,494.11,2012-05-17,178,800
1192,34,288.61,2012-07-18,1006,425
1212,1,43.53,2012-01-28,421,708
1222,662,496.22,2014-02-20,1,870
1231,602,191.19,2014-07-13,1073,294
1241,135,362.5,2014-03-22,248,644
1250,576,128.82,2013-10-14,344,849
1259,22,331.94,2014-11-30,133,374
1268,306,169.18,2014-04-19,522,637
1282,61,264.14,2012-09-09,240,730
1294,199,251.3,2012-12-28,760,365
1303,56,103.99,2013-09-08,433,96
1310,699,393.01,2013-11-06,868,129
1320,24,323.21,2014-08-24,160,1138
1329,62,468.66,2012-07-07,796,19
1339,600,48.38,2012-11-16,394,39
1352,42,389.62,2014-10-03,117,1141
1361,663,474.55,2013-11-22,28,1018
1370,33,304.01,2014-12-27,343,574
1379,18,315.48,2014-09-11,70,537
1389,388,93.55,2013-05-01,411,656
1399,5,349.77,2012-09-27,222,1045
1411,71,222.59,2012-12-15,361,418
1421,308,455.69,2013-11-10,712,399
1431,472,197.59,2012-09-11,1081,190
1442,555,344.65,2015-01-30,866,457
1455,163,159.22,2012-10-23,1076,165
1465,48,151.26,2012-03-09,263,997
1475,24,132.04,2012-07-30,654,639
1488,43,465.12,2012-04-27,1107,301
1499,2,271,2013-05-26,559,736
1472,467,324.3,2013-05-29,138,201
1482,60,469.37,2012-02-24,629,1077
1490,1,469.67,2012-12-19,1111,976
1502,29,372.71,2014-12-03,654,597
1516,393,193.56,2013-07-15,322,85
1528,691,329.97,2012-01-01,925,652
